start_timestamp,end_timestamp,mean_timestamp,cluster_size,mean_x,mean_y,adjacent_vel_x,stride
1702985523.294818,1702985523.4615982,1702985523.3782082,11,5.930624902035194,-0.7340762565295704,-0.8702122937946779,0.0
1702985523.4949584,1702985523.7449498,1702985523.619954,16,5.964073181108347,-0.843385712973804,1.0026389564949416,0.03344827907315295
1702985525.2282643,1702985525.6114998,1702985525.419882,24,5.181205066660152,-0.5392007767682163,-0.5277829529575188,0.7828681144481946
1702985525.8615599,1702985526.1115818,1702985525.9865708,16,5.065927819728794,-0.5383480580284142,-0.46099819790583946,0.11527724693135877
1702985526.344995,1702985526.59496,1702985526.4699774,16,4.737740387536371,-0.5437708974478614,-1.4060361832250348,0.32818743219242297
1702985526.6282265,1702985526.86159,1702985526.7449083,15,4.70566341177267,-0.5135148011323653,-0.9642412940127135,0.03207697576370094
1702985527.9115002,1702985528.661567,1702985528.2865336,46,4.119210323344562,-0.5239806986726528,-0.5585744654156496,0.5864530884281081
1702985529.6947715,1702985530.1950326,1702985529.944902,31,3.6469387402770725,-0.5106434619731802,-0.4570939806142232,0.47227158306748906
1702985530.7950323,1702985531.061582,1702985530.928307,17,3.2320871546786267,-0.5124501162946479,-0.6914196939744454,0.4148515855984458
1702985532.2949204,1702985532.5281975,1702985532.411559,15,2.71783636796738,-0.47684903305323634,-0.8562890252083748,0.5142507867112469
1702985533.978387,1702985534.9282131,1702985534.4533,58,2.3466352571018265,-0.5110066280121197,-0.6251609398465244,0.3712011108655533
1702985535.9449005,1702985536.2282143,1702985536.0865574,18,2.1302720366422507,-0.6839669773253488,-0.7058532554294662,0.2163632204595758
1702985536.4282463,1702985536.6115494,1702985536.519898,12,1.9829064245577692,-0.5451434099979114,-0.7367102023592383,0.1473656120844815
1702985536.6615796,1702985536.8781667,1702985536.7698731,14,1.9506565423776052,-0.6046236200063552,-0.6446078946435442,0.032249882180164
1702985537.9450436,1702985538.2614784,1702985538.103261,20,1.5854267275844225,-0.6353750449431255,-0.34233548294748545,0.3652298147931827
1702985539.5115347,1702985539.6783707,1702985539.5949526,11,1.0549311285430865,-0.7769402835123007,-0.42437737655269725,0.530495599041336
1702985541.6614003,1702985541.9283314,1702985541.7948658,17,0.25923536146916193,-0.5933299619728216,-0.4012525912299618,0.7956957670739245
1702985542.4284437,1702985542.7783532,1702985542.6033983,22,0.019021024613189715,-0.882998685375646,-0.4803207983190267,0.2402143368559722
1702985543.2448654,1702985543.5450294,1702985543.3949475,19,-0.2630519776252866,-0.645779345690475,-0.6046422800810194,0.2820730022384763
1702985544.6284485,1702985544.9115937,1702985544.770021,18,-0.7454082791503621,-0.6545898087357477,-0.887934507500285,0.4823563015250755
1702985544.9449112,1702985545.161582,1702985545.0532465,14,-0.7819231014963935,-0.6403088357238219,-1.0959630855367601,0.03651482234603143
1702985545.1948566,1702985545.7449868,1702985545.4699216,34,-0.8374442128364451,-0.6519308419360017,-1.6685708304292195,0.055521111340051554
1702985546.2782927,1702985546.4781964,1702985546.3782444,13,-1.4527883284847694,-0.6206513951589608,-1.1538296028473243,0.6153441156483243
1702985548.2115433,1702985548.5284965,1702985548.37002,20,-1.9994281918513976,-0.5265589671102819,-0.5071234136327177,0.5466398633666283
1702985549.5449986,1702985549.7283776,1702985549.6366882,12,-2.6563875341555354,-0.534114164648986,-0.6462941052364524,0.6569593423041378
1702985551.528375,1702985551.8783429,1702985551.703359,22,-3.348584222281119,-0.7639356614248591,-0.38455428610906234,0.6921966881255837
1702985552.1950574,1702985553.8284125,1702985553.011735,99,-2.858501624587581,-2.7301068465012257,1.5473953944764982,0.4900825976935379
