start_timestamp,end_timestamp,mean_timestamp,cluster_size,mean_x,mean_y,adjacent_vel_x,stride
1702959691.534571,1702959692.2012494,1702959691.8679101,41,3.924880895410495,-0.642704491247455,-0.9412250332551325,0.0
1702959692.2511528,1702959692.4845414,1702959692.367847,15,3.845841604052331,-0.6267671268944165,-1.5838460460594965,0.07903929135816412
1702959693.3679245,1702959693.7680092,1702959693.567967,25,3.407004147702155,-0.7367501666182615,-1.2516670771340537,0.4388374563501758
1702959693.801387,1702959694.5679607,1702959694.1846738,47,3.332958373468517,-0.6893812852927678,-2.2184081591123013,0.074045774233638
1702959695.1012726,1702959696.2345269,1702959695.6678996,69,2.738749972959829,-0.7633740400730716,-1.1141856445461307,0.5942084005086881
1702959696.701167,1702959696.967996,1702959696.8345814,17,2.430679070447513,-0.751785666603978,-0.6601893280307825,0.30807090251231584
1702959697.2679374,1702959697.4844651,1702959697.3762012,14,2.120264175459677,-0.7353063690047347,-1.034917988457545,0.31041489498783603
1702959697.517797,1702959698.151252,1702959697.8345246,39,2.093732728339483,-0.725452537358442,-0.7959783323940548,0.026531447120194063
1702959698.8180718,1702959699.5678444,1702959699.192958,46,1.5962134191478357,-0.7350835363335202,-0.7461075707162047,0.49751930919164744
1702959699.9011593,1702959700.1678872,1702959700.0345232,17,1.3482092542139534,-0.6838414965949408,-0.7440536507233366,0.24800416493388222
1702959700.30111,1702959700.551293,1702959700.4262013,16,1.2288648855174262,-0.8422893787847567,-0.8958252809283825,0.1193443686965272
1702959701.4512603,1702959701.6346037,1702959701.542932,12,1.0334267322764459,-0.5633459665661178,-0.9028888802466032,0.19543815324098035
1702959702.000977,1702959702.5346372,1702959702.267807,33,0.5351663401095954,-0.37803781158094296,-1.3599800842900964,0.4982603921668505
1702959702.567971,1702959703.0012474,1702959702.7846093,27,0.5560595366822773,-0.34503583438344815,0.6267875286641045,0.02089319657268185
1702959703.7844274,1702959704.7179787,1702959704.251203,57,-0.03533842311743799,-0.1179081151933673,-0.7551239319307876,0.5913979597997152
1702959705.4177182,1702959705.6680024,1702959705.5428603,16,-0.7639901227456892,-0.052497424192559476,-1.0413185839333177,0.7286516996282513
1702959706.784558,1702959706.9845855,1702959706.8845718,13,-1.3216909664575278,0.022443525903298123,-1.223277094538316,0.5577008437118386
1702959707.3847268,1702959707.6847098,1702959707.5347183,19,-1.5915666045669965,-0.046846775962794546,-0.6744509480497076,0.2698756381094687
1702959707.767847,1702959708.0511756,1702959707.9095113,18,-1.6654251677831766,-0.0501040700256035,-0.8883928934705957,0.07385856321618012
1702959708.9846287,1702959709.1512525,1702959709.0679407,11,-2.6346434060532213,-0.09756922408351362,-1.0383148932513044,0.9692182382700447
1702959709.5179799,1702959709.8679883,1702959709.692984,22,-2.781741739339239,-0.05411345309432652,-1.0343709946248185,0.14709833328601762
1702959710.1012952,1702959710.267858,1702959710.1845765,11,-3.215876013278347,0.06952139082944676,-1.860786381744499,0.4341342739391081
1702959710.3511562,1702959710.6010666,1702959710.4761114,16,-3.2594880987887525,0.10015966211940402,-0.5235657216671784,0.04361208551040541
