start_timestamp,end_timestamp,mean_timestamp,cluster_size,mean_x,mean_y,adjacent_vel_x,stride
1703137231.803006,1703137232.3862898,1703137232.094648,36,6.787797448618259,-0.6679047668757195,-1.4031768185701075,0.0
1703137232.4363554,1703137232.719761,1703137232.5780582,18,6.72349649140851,-0.6846547605757027,-1.2843362161468606,0.06430095720974904
1703137234.5696328,1703137234.8697395,1703137234.719686,19,6.232259905622839,-0.7844024066641498,-0.8241596003893774,0.4912365857856713
1703137235.7030792,1703137236.403018,1703137236.0530486,43,5.760845043883011,-0.7657976390500416,-1.209201826280489,0.47141486173982816
1703137236.9030006,1703137237.1530905,1703137237.0280457,16,5.434010106655922,-0.8194513681988378,-0.6536926289144696,0.3268349372270887
1703137240.1696332,1703137240.4364216,1703137240.3030274,17,4.068870611985316,-0.6860736971153718,-2.1851068928374513,1.365139494670606
1703137241.0531409,1703137241.386354,1703137241.2197475,21,3.525981922714686,-0.7193235772807627,-0.8802849803543972,0.5428886892706304
1703137243.4364104,1703137243.8363853,1703137243.6363978,25,2.829183674279441,-0.707566779787233,-0.6793724697307411,0.6967982484352446
1703137246.81976,1703137247.0697663,1703137246.9447632,16,1.5518226281816982,-0.7814378945240348,-0.6998826931204531,1.277361046097743
1703137247.1364806,1703137247.486476,1703137247.3114781,22,1.4796230625270583,-0.7809592208395824,-1.0822204525177572,0.07219956565463992
1703137247.8197494,1703137248.3363461,1703137248.0780478,32,0.7855501853627538,-0.8564042303956603,-2.0825930142588627,0.6940728771643045
1703137250.9863758,1703137251.5364373,1703137251.2614064,34,-0.9667681839374676,-1.03957421360388,-1.2177640659404994,1.7523183693002213
1703137252.9698536,1703137253.3197327,1703137253.144793,22,-1.7943466293876518,-0.9834928285910781,-0.7388940109477634,0.8275784454501842
1703137254.3198156,1703137254.5197608,1703137254.4197884,13,-2.6855619237906247,-0.8982870811955563,-0.8911413567026698,0.891215294402973
1703137256.3364668,1703137256.6365232,1703137256.486495,19,-3.0680298333371483,-0.526836667371773,0.631825482102813,0.38246790954652354
