start_timestamp,end_timestamp,mean_timestamp,cluster_size,mean_x,mean_y,adjacent_vel_x,stride
1703123704.2172723,1703123706.5672657,1703123705.3922691,142,6.841710975185224,-1.1275665525395067,1.021008641869801,0.0
1703123707.0506148,1703123707.233989,1703123707.142302,12,5.891200396040623,-0.3923202103412911,-1.9665095247495168,0.9505105791446011
1703123708.417259,1703123709.2506964,1703123708.8339777,51,5.361438501584298,-0.08752069109047557,-0.4477100784255916,0.5297618944563247
1703123710.3507435,1703123710.9505856,1703123710.6506646,37,4.947932192042408,-0.1451227450230976,-0.37589872762251086,0.4135063095418898
1703123711.467292,1703123712.3172722,1703123711.892282,52,4.635797316299832,-0.14380263489516545,-0.6040854834879053,0.3121348757425766
1703123712.917481,1703123713.7672703,1703123713.3423758,52,4.377127791980007,-0.1080654329992342,-0.4309659269520047,0.25866952431982515
1703123714.200618,1703123714.7007134,1703123714.4506657,31,4.173837368050018,-0.13432075596442425,-0.46911619233097857,0.20329042392998886
1703123715.3506265,1703123716.2339637,1703123715.792295,54,4.070161226106887,-0.15279420349596334,-0.5438003139240106,0.10367614194313113
1703123718.1006439,1703123718.3173635,1703123718.2090037,14,3.6564467000385905,-0.5265665147044921,-1.16910436654215,0.4137145260682962
1703123718.667262,1703123718.9174063,1703123718.792334,16,3.463945518884767,-0.2071741804656454,-0.5501628013160478,0.19250118115382353
1703123722.3840904,1703123722.8172379,1703123722.6006641,27,2.4999099163460916,-0.3658749083648274,-0.512084640214919,0.9640356025386754
1703123726.3672385,1703123727.0172575,1703123726.6922479,40,1.4830445227098357,-0.4090198556211668,-0.5738131177305748,1.016865393636256
1703123727.8006048,1703123728.084069,1703123727.942337,18,1.1332780066792456,-0.41125175747242376,-0.446502446055669,0.34976651603059006
1703123728.9672844,1703123729.2006826,1703123729.0839834,15,0.8083023454574487,-0.430688121811271,-0.5291002313996248,0.3249756612217969
